layer,site_code,category,n,description
LU18_10,CH_028_SG,200,149,"Arboriculture, viticulture, horticulture"
LU18_10,CH_028_SG,220,3021,Cultures fourragères et de plein champ
LU18_10,CH_028_SG,300,1339,Forêt (exploitation agricole non comprise)
LU18_10,CH_028_SG,400,83,Lacs et cours d'eau
LU18_10,CH_028_SG,420,31,Terres improductives
LU18_10,CH_032_AG,100,353,Aires de bâtiments
LU18_10,CH_032_AG,120,107,Surfaces de transport
LU18_10,CH_032_AG,140,10,Surfaces d'infrastructure spéciale
LU18_10,CH_032_AG,160,21,Espaces verts et lieux de détente
LU18_10,CH_032_AG,200,50,"Arboriculture, viticulture, horticulture"
LU18_10,CH_032_AG,220,1651,Cultures fourragères et de plein champ
LU18_10,CH_032_AG,300,2053,Forêt (exploitation agricole non comprise)
LU18_10,CH_032_AG,400,30,Lacs et cours d'eau
LU18_10,CH_032_AG,420,2,Terres improductives
LU18_10,CH_033_AG,100,415,Aires de bâtiments
LU18_10,CH_033_AG,120,169,Surfaces de transport
LU18_10,CH_033_AG,140,23,Surfaces d'infrastructure spéciale
LU18_10,CH_033_AG,160,21,Espaces verts et lieux de détente
LU18_10,CH_033_AG,200,103,"Arboriculture, viticulture, horticulture"
LU18_10,CH_033_AG,220,1706,Cultures fourragères et de plein champ
LU18_10,CH_033_AG,300,1858,Forêt (exploitation agricole non comprise)
LU18_10,CH_033_AG,400,26,Lacs et cours d'eau
LU18_10,CH_033_AG,420,2,Terres improductives
LU18_10,CH_034_AG,100,746,Aires de bâtiments
LU18_10,CH_034_AG,120,286,Surfaces de transport
LU18_10,CH_034_AG,140,40,Surfaces d'infrastructure spéciale
LU18_10,CH_034_AG,160,50,Espaces verts et lieux de détente
LU18_10,CH_034_AG,200,63,"Arboriculture, viticulture, horticulture"
LU18_10,CH_034_AG,220,1782,Cultures fourragères et de plein champ
LU18_10,CH_034_AG,300,1254,Forêt (exploitation agricole non comprise)
LU18_10,CH_034_AG,400,28,Lacs et cours d'eau
LU18_10,CH_034_AG,420,2,Terres improductives
LU18_10,CH_035_AG,100,398,Aires de bâtiments
LU18_10,CH_035_AG,120,164,Surfaces de transport
LU18_10,CH_035_AG,140,19,Surfaces d'infrastructure spéciale
LU18_10,CH_035_AG,160,16,Espaces verts et lieux de détente
LU18_10,CH_035_AG,200,136,"Arboriculture, viticulture, horticulture"
LU18_10,CH_035_AG,220,2344,Cultures fourragères et de plein champ
LU18_10,CH_035_AG,300,1632,Forêt (exploitation agricole non comprise)
LU18_10,CH_035_AG,400,29,Lacs et cours d'eau
LU18_10,CH_036_AG,100,615,Aires de bâtiments
LU18_10,CH_036_AG,120,367,Surfaces de transport
LU18_10,CH_036_AG,140,33,Surfaces d'infrastructure spéciale
LU18_10,CH_036_AG,160,51,Espaces verts et lieux de détente
LU18_10,CH_036_AG,200,320,"Arboriculture, viticulture, horticulture"
LU18_10,CH_036_AG,220,4183,Cultures fourragères et de plein champ
LU18_10,CH_036_AG,300,2677,Forêt (exploitation agricole non comprise)
LU18_10,CH_036_AG,400,82,Lacs et cours d'eau
LU18_10,CH_036_AG,420,10,Terres improductives
LU18_10,CH_039_AG,100,858,Aires de bâtiments
LU18_10,CH_039_AG,120,352,Surfaces de transport
LU18_10,CH_039_AG,140,56,Surfaces d'infrastructure spéciale
LU18_10,CH_039_AG,160,73,Espaces verts et lieux de détente
LU18_10,CH_039_AG,200,79,"Arboriculture, viticulture, horticulture"
LU18_10,CH_039_AG,220,2023,Cultures fourragères et de plein champ
LU18_10,CH_039_AG,300,1929,Forêt (exploitation agricole non comprise)
LU18_10,CH_039_AG,400,55,Lacs et cours d'eau
LU18_10,CH_039_AG,420,13,Terres improductives
LU18_10,CH_040_ZH,100,3269,Aires de bâtiments
LU18_10,CH_040_ZH,120,1207,Surfaces de transport
LU18_10,CH_040_ZH,140,162,Surfaces d'infrastructure spéciale
LU18_10,CH_040_ZH,160,661,Espaces verts et lieux de détente
LU18_10,CH_040_ZH,200,101,"Arboriculture, viticulture, horticulture"
LU18_10,CH_040_ZH,220,690,Cultures fourragères et de plein champ
LU18_10,CH_040_ZH,300,1823,Forêt (exploitation agricole non comprise)
LU18_10,CH_040_ZH,400,925,Lacs et cours d'eau
LU18_10,CH_040_ZH,420,38,Terres improductives
LU18_10,CH_041_ZH,100,628,Aires de bâtiments
LU18_10,CH_041_ZH,120,311,Surfaces de transport
LU18_10,CH_041_ZH,140,36,Surfaces d'infrastructure spéciale
LU18_10,CH_041_ZH,160,73,Espaces verts et lieux de détente
LU18_10,CH_041_ZH,200,108,"Arboriculture, viticulture, horticulture"
LU18_10,CH_041_ZH,220,2382,Cultures fourragères et de plein champ
LU18_10,CH_041_ZH,300,1957,Forêt (exploitation agricole non comprise)
LU18_10,CH_041_ZH,400,85,Lacs et cours d'eau
LU18_10,CH_041_ZH,420,23,Terres improductives
LU18_10,CH_042_ZH,100,664,Aires de bâtiments
LU18_10,CH_042_ZH,120,258,Surfaces de transport
LU18_10,CH_042_ZH,140,23,Surfaces d'infrastructure spéciale
LU18_10,CH_042_ZH,160,210,Espaces verts et lieux de détente
LU18_10,CH_042_ZH,200,32,"Arboriculture, viticulture, horticulture"
LU18_10,CH_042_ZH,220,430,Cultures fourragères et de plein champ
LU18_10,CH_042_ZH,300,867,Forêt (exploitation agricole non comprise)
LU18_10,CH_042_ZH,400,74,Lacs et cours d'eau
LU18_10,CH_042_ZH,420,32,Terres improductives
LU18_10,CH_043_ZH,100,890,Aires de bâtiments
LU18_10,CH_043_ZH,120,465,Surfaces de transport
LU18_10,CH_043_ZH,140,143,Surfaces d'infrastructure spéciale
LU18_10,CH_043_ZH,160,95,Espaces verts et lieux de détente
LU18_10,CH_043_ZH,200,118,"Arboriculture, viticulture, horticulture"
LU18_10,CH_043_ZH,220,3411,Cultures fourragères et de plein champ
LU18_10,CH_043_ZH,300,1736,Forêt (exploitation agricole non comprise)
LU18_10,CH_043_ZH,400,97,Lacs et cours d'eau
LU18_10,CH_043_ZH,420,163,Terres improductives
LU18_10,CH_044_ZH,100,1021,Aires de bâtiments
LU18_10,CH_044_ZH,120,399,Surfaces de transport
LU18_10,CH_044_ZH,140,37,Surfaces d'infrastructure spéciale
LU18_10,CH_044_ZH,160,108,Espaces verts et lieux de détente
LU18_10,CH_044_ZH,200,141,"Arboriculture, viticulture, horticulture"
LU18_10,CH_044_ZH,220,2635,Cultures fourragères et de plein champ
LU18_10,CH_044_ZH,300,1280,Forêt (exploitation agricole non comprise)
LU18_10,CH_044_ZH,400,928,Lacs et cours d'eau
LU18_10,CH_044_ZH,420,227,Terres improductives
LU18_10,CH_045_ZH,100,617,Aires de bâtiments
LU18_10,CH_045_ZH,120,243,Surfaces de transport
LU18_10,CH_045_ZH,140,34,Surfaces d'infrastructure spéciale
LU18_10,CH_045_ZH,160,53,Espaces verts et lieux de détente
LU18_10,CH_045_ZH,200,153,"Arboriculture, viticulture, horticulture"
LU18_10,CH_045_ZH,220,2760,Cultures fourragères et de plein champ
LU18_10,CH_045_ZH,300,692,Forêt (exploitation agricole non comprise)
LU18_10,CH_045_ZH,400,48,Lacs et cours d'eau
LU18_10,CH_045_ZH,420,43,Terres improductives
LU18_10,CH_046_ZH,100,801,Aires de bâtiments
LU18_10,CH_046_ZH,120,268,Surfaces de transport
LU18_10,CH_046_ZH,140,24,Surfaces d'infrastructure spéciale
LU18_10,CH_046_ZH,160,58,Espaces verts et lieux de détente
LU18_10,CH_046_ZH,200,71,"Arboriculture, viticulture, horticulture"
LU18_10,CH_046_ZH,220,1240,Cultures fourragères et de plein champ
LU18_10,CH_046_ZH,300,532,Forêt (exploitation agricole non comprise)
LU18_10,CH_046_ZH,400,375,Lacs et cours d'eau
LU18_10,CH_046_ZH,420,266,Terres improductives
LU18_10,CH_047_ZH,100,557,Aires de bâtiments
LU18_10,CH_047_ZH,120,266,Surfaces de transport
LU18_10,CH_047_ZH,140,20,Surfaces d'infrastructure spéciale
LU18_10,CH_047_ZH,160,45,Espaces verts et lieux de détente
LU18_10,CH_047_ZH,200,70,"Arboriculture, viticulture, horticulture"
LU18_10,CH_047_ZH,220,1659,Cultures fourragères et de plein champ
LU18_10,CH_047_ZH,300,1411,Forêt (exploitation agricole non comprise)
LU18_10,CH_047_ZH,400,52,Lacs et cours d'eau
LU18_10,CH_047_ZH,420,28,Terres improductives
LU18_10,CH_048_ZH,100,736,Aires de bâtiments
LU18_10,CH_048_ZH,120,404,Surfaces de transport
LU18_10,CH_048_ZH,140,36,Surfaces d'infrastructure spéciale
LU18_10,CH_048_ZH,160,66,Espaces verts et lieux de détente
LU18_10,CH_048_ZH,200,88,"Arboriculture, viticulture, horticulture"
LU18_10,CH_048_ZH,220,3113,Cultures fourragères et de plein champ
LU18_10,CH_048_ZH,300,1359,Forêt (exploitation agricole non comprise)
LU18_10,CH_048_ZH,400,82,Lacs et cours d'eau
LU18_10,CH_048_ZH,420,103,Terres improductives
LU18_10,CH_049_ZH,100,640,Aires de bâtiments
LU18_10,CH_049_ZH,120,280,Surfaces de transport
LU18_10,CH_049_ZH,140,32,Surfaces d'infrastructure spéciale
LU18_10,CH_049_ZH,160,138,Espaces verts et lieux de détente
LU18_10,CH_049_ZH,200,95,"Arboriculture, viticulture, horticulture"
LU18_10,CH_049_ZH,220,1412,Cultures fourragères et de plein champ
LU18_10,CH_049_ZH,300,1098,Forêt (exploitation agricole non comprise)
LU18_10,CH_049_ZH,400,78,Lacs et cours d'eau
LU18_10,CH_049_ZH,420,45,Terres improductives
LU18_10,CH_050_ZH,100,366,Aires de bâtiments
LU18_10,CH_050_ZH,120,235,Surfaces de transport
LU18_10,CH_050_ZH,140,17,Surfaces d'infrastructure spéciale
LU18_10,CH_050_ZH,160,19,Espaces verts et lieux de détente
LU18_10,CH_050_ZH,200,179,"Arboriculture, viticulture, horticulture"
LU18_10,CH_050_ZH,220,3749,Cultures fourragères et de plein champ
LU18_10,CH_050_ZH,300,1779,Forêt (exploitation agricole non comprise)
LU18_10,CH_050_ZH,400,202,Lacs et cours d'eau
LU18_10,CH_050_ZH,420,25,Terres improductives
LU18_10,CH_054_FR,100,447,Aires de bâtiments
LU18_10,CH_054_FR,120,220,Surfaces de transport
LU18_10,CH_054_FR,140,27,Surfaces d'infrastructure spéciale
LU18_10,CH_054_FR,160,25,Espaces verts et lieux de détente
LU18_10,CH_054_FR,200,4,"Arboriculture, viticulture, horticulture"
LU18_10,CH_054_FR,220,2044,Cultures fourragères et de plein champ
LU18_10,CH_054_FR,240,334,Alpages
LU18_10,CH_054_FR,300,398,Forêt (exploitation agricole non comprise)
LU18_10,CH_054_FR,400,41,Lacs et cours d'eau
LU18_10,CH_054_FR,420,3,Terres improductives
LU18_10,CH_058_BE,100,348,Aires de bâtiments
LU18_10,CH_058_BE,120,144,Surfaces de transport
LU18_10,CH_058_BE,140,10,Surfaces d'infrastructure spéciale
LU18_10,CH_058_BE,160,19,Espaces verts et lieux de détente
LU18_10,CH_058_BE,200,90,"Arboriculture, viticulture, horticulture"
LU18_10,CH_058_BE,220,2664,Cultures fourragères et de plein champ
LU18_10,CH_058_BE,300,1712,Forêt (exploitation agricole non comprise)
LU18_10,CH_058_BE,400,15,Lacs et cours d'eau
LU18_10,CH_058_BE,420,8,Terres improductives
LU18_10,CH_059_BE,100,320,Aires de bâtiments
LU18_10,CH_059_BE,120,191,Surfaces de transport
LU18_10,CH_059_BE,140,17,Surfaces d'infrastructure spéciale
LU18_10,CH_059_BE,160,12,Espaces verts et lieux de détente
LU18_10,CH_059_BE,200,50,"Arboriculture, viticulture, horticulture"
LU18_10,CH_059_BE,220,2331,Cultures fourragères et de plein champ
LU18_10,CH_059_BE,300,596,Forêt (exploitation agricole non comprise)
LU18_10,CH_059_BE,400,31,Lacs et cours d'eau
LU18_10,CH_059_BE,420,5,Terres improductives
LU18_10,CH_060_BE,100,508,Aires de bâtiments
LU18_10,CH_060_BE,120,245,Surfaces de transport
LU18_10,CH_060_BE,140,7,Surfaces d'infrastructure spéciale
LU18_10,CH_060_BE,160,16,Espaces verts et lieux de détente
LU18_10,CH_060_BE,200,148,"Arboriculture, viticulture, horticulture"
LU18_10,CH_060_BE,220,7158,Cultures fourragères et de plein champ
LU18_10,CH_060_BE,300,2580,Forêt (exploitation agricole non comprise)
LU18_10,CH_060_BE,400,170,Lacs et cours d'eau
LU18_10,CH_060_BE,420,10,Terres improductives
LU18_10,CH_063_BE,100,284,Aires de bâtiments
LU18_10,CH_063_BE,120,105,Surfaces de transport
LU18_10,CH_063_BE,140,11,Surfaces d'infrastructure spéciale
LU18_10,CH_063_BE,160,25,Espaces verts et lieux de détente
LU18_10,CH_063_BE,200,50,"Arboriculture, viticulture, horticulture"
LU18_10,CH_063_BE,220,1173,Cultures fourragères et de plein champ
LU18_10,CH_063_BE,300,997,Forêt (exploitation agricole non comprise)
LU18_10,CH_063_BE,400,30,Lacs et cours d'eau
LU18_10,CH_063_BE,420,2,Terres improductives
LU18_10,CH_066_ZH,100,334,Aires de bâtiments
LU18_10,CH_066_ZH,120,185,Surfaces de transport
LU18_10,CH_066_ZH,140,21,Surfaces d'infrastructure spéciale
LU18_10,CH_066_ZH,160,28,Espaces verts et lieux de détente
LU18_10,CH_066_ZH,200,48,"Arboriculture, viticulture, horticulture"
LU18_10,CH_066_ZH,220,2378,Cultures fourragères et de plein champ
LU18_10,CH_066_ZH,240,28,Alpages
LU18_10,CH_066_ZH,300,3172,Forêt (exploitation agricole non comprise)
LU18_10,CH_066_ZH,400,75,Lacs et cours d'eau
LU18_10,CH_066_ZH,420,66,Terres improductives
LU18_10,CH_067_BL,100,891,Aires de bâtiments
LU18_10,CH_067_BL,120,376,Surfaces de transport
LU18_10,CH_067_BL,140,71,Surfaces d'infrastructure spéciale
LU18_10,CH_067_BL,160,92,Espaces verts et lieux de détente
LU18_10,CH_067_BL,200,242,"Arboriculture, viticulture, horticulture"
LU18_10,CH_067_BL,220,1782,Cultures fourragères et de plein champ
LU18_10,CH_067_BL,300,2895,Forêt (exploitation agricole non comprise)
LU18_10,CH_067_BL,400,63,Lacs et cours d'eau
LU18_10,CH_067_BL,420,25,Terres improductives
LU18_10,CH_068_JU,100,686,Aires de bâtiments
LU18_10,CH_068_JU,120,308,Surfaces de transport
LU18_10,CH_068_JU,140,48,Surfaces d'infrastructure spéciale
LU18_10,CH_068_JU,160,61,Espaces verts et lieux de détente
LU18_10,CH_068_JU,200,52,"Arboriculture, viticulture, horticulture"
LU18_10,CH_068_JU,220,3320,Cultures fourragères et de plein champ
LU18_10,CH_068_JU,240,744,Alpages
LU18_10,CH_068_JU,300,3740,Forêt (exploitation agricole non comprise)
LU18_10,CH_068_JU,400,72,Lacs et cours d'eau
LU18_10,CH_068_JU,420,18,Terres improductives
LU18_10,CH_069_JU,100,146,Aires de bâtiments
LU18_10,CH_069_JU,120,86,Surfaces de transport
LU18_10,CH_069_JU,140,10,Surfaces d'infrastructure spéciale
LU18_10,CH_069_JU,160,10,Espaces verts et lieux de détente
LU18_10,CH_069_JU,200,42,"Arboriculture, viticulture, horticulture"
LU18_10,CH_069_JU,220,2129,Cultures fourragères et de plein champ
LU18_10,CH_069_JU,240,1074,Alpages
LU18_10,CH_069_JU,300,3234,Forêt (exploitation agricole non comprise)
LU18_10,CH_069_JU,400,46,Lacs et cours d'eau
LU18_10,CH_069_JU,420,16,Terres improductives
LU18_10,CH_070_TG,100,812,Aires de bâtiments
LU18_10,CH_070_TG,120,349,Surfaces de transport
LU18_10,CH_070_TG,140,54,Surfaces d'infrastructure spéciale
LU18_10,CH_070_TG,160,60,Espaces verts et lieux de détente
LU18_10,CH_070_TG,200,146,"Arboriculture, viticulture, horticulture"
LU18_10,CH_070_TG,220,4005,Cultures fourragères et de plein champ
LU18_10,CH_070_TG,300,1655,Forêt (exploitation agricole non comprise)
LU18_10,CH_070_TG,400,76,Lacs et cours d'eau
LU18_10,CH_070_TG,420,35,Terres improductives
LU18_10,CH_071_TG,100,364,Aires de bâtiments
LU18_10,CH_071_TG,120,188,Surfaces de transport
LU18_10,CH_071_TG,140,19,Surfaces d'infrastructure spéciale
LU18_10,CH_071_TG,160,18,Espaces verts et lieux de détente
LU18_10,CH_071_TG,200,146,"Arboriculture, viticulture, horticulture"
LU18_10,CH_071_TG,220,3265,Cultures fourragères et de plein champ
LU18_10,CH_071_TG,300,1140,Forêt (exploitation agricole non comprise)
LU18_10,CH_071_TG,400,42,Lacs et cours d'eau
LU18_10,CH_071_TG,420,26,Terres improductives
LU18_10,CH_072_TG,100,143,Aires de bâtiments
LU18_10,CH_072_TG,120,92,Surfaces de transport
LU18_10,CH_072_TG,140,18,Surfaces d'infrastructure spéciale
LU18_10,CH_072_TG,160,7,Espaces verts et lieux de détente
LU18_10,CH_072_TG,200,176,"Arboriculture, viticulture, horticulture"
LU18_10,CH_072_TG,220,2168,Cultures fourragères et de plein champ
LU18_10,CH_072_TG,300,736,Forêt (exploitation agricole non comprise)
LU18_10,CH_072_TG,400,47,Lacs et cours d'eau
LU18_10,CH_072_TG,420,7,Terres improductives
LU18_10,CH_074_NW,100,159,Aires de bâtiments
LU18_10,CH_074_NW,120,94,Surfaces de transport
LU18_10,CH_074_NW,140,24,Surfaces d'infrastructure spéciale
LU18_10,CH_074_NW,160,6,Espaces verts et lieux de détente
LU18_10,CH_074_NW,200,19,"Arboriculture, viticulture, horticulture"
LU18_10,CH_074_NW,220,1780,Cultures fourragères et de plein champ
LU18_10,CH_074_NW,240,1768,Alpages
LU18_10,CH_074_NW,300,2579,Forêt (exploitation agricole non comprise)
LU18_10,CH_074_NW,400,95,Lacs et cours d'eau
LU18_10,CH_074_NW,420,394,Terres improductives
LU18_10,CH_075_ZG,100,1189,Aires de bâtiments
LU18_10,CH_075_ZG,120,550,Surfaces de transport
LU18_10,CH_075_ZG,140,108,Surfaces d'infrastructure spéciale
LU18_10,CH_075_ZG,160,219,Espaces verts et lieux de détente
LU18_10,CH_075_ZG,200,220,"Arboriculture, viticulture, horticulture"
LU18_10,CH_075_ZG,220,2828,Cultures fourragères et de plein champ
LU18_10,CH_075_ZG,300,633,Forêt (exploitation agricole non comprise)
LU18_10,CH_075_ZG,400,1597,Lacs et cours d'eau
LU18_10,CH_075_ZG,420,47,Terres improductives
LU18_10,CH_076_ZG,100,537,Aires de bâtiments
LU18_10,CH_076_ZG,120,218,Surfaces de transport
LU18_10,CH_076_ZG,140,70,Surfaces d'infrastructure spéciale
LU18_10,CH_076_ZG,160,50,Espaces verts et lieux de détente
LU18_10,CH_076_ZG,200,195,"Arboriculture, viticulture, horticulture"
LU18_10,CH_076_ZG,220,3238,Cultures fourragères et de plein champ
LU18_10,CH_076_ZG,300,1903,Forêt (exploitation agricole non comprise)
LU18_10,CH_076_ZG,400,251,Lacs et cours d'eau
LU18_10,CH_076_ZG,420,111,Terres improductives
LU18_10,CH_079_AG,100,612,Aires de bâtiments
LU18_10,CH_079_AG,120,194,Surfaces de transport
LU18_10,CH_079_AG,140,43,Surfaces d'infrastructure spéciale
LU18_10,CH_079_AG,160,58,Espaces verts et lieux de détente
LU18_10,CH_079_AG,200,77,"Arboriculture, viticulture, horticulture"
LU18_10,CH_079_AG,220,1548,Cultures fourragères et de plein champ
LU18_10,CH_079_AG,300,1124,Forêt (exploitation agricole non comprise)
LU18_10,CH_079_AG,400,28,Lacs et cours d'eau
LU18_10,CH_079_AG,420,3,Terres improductives
LU18_10,CH_084_JU,100,228,Aires de bâtiments
LU18_10,CH_084_JU,120,284,Surfaces de transport
LU18_10,CH_084_JU,140,59,Surfaces d'infrastructure spéciale
LU18_10,CH_084_JU,160,20,Espaces verts et lieux de détente
LU18_10,CH_084_JU,170,1,NA
LU18_10,CH_084_JU,200,59,"Arboriculture, viticulture, horticulture"
LU18_10,CH_084_JU,220,2372,Cultures fourragères et de plein champ
LU18_10,CH_084_JU,240,37,Alpages
LU18_10,CH_084_JU,260,2,NA
LU18_10,CH_084_JU,300,2801,Forêt (exploitation agricole non comprise)
LU18_10,CH_084_JU,400,30,Lacs et cours d'eau
LU18_10,CH_084_JU,420,153,Terres improductives
LU18_10,CH_084_JU,NA,473,NA
LU18_10,CH_085_NE,100,184,Aires de bâtiments
LU18_10,CH_085_NE,120,142,Surfaces de transport
LU18_10,CH_085_NE,140,17,Surfaces d'infrastructure spéciale
LU18_10,CH_085_NE,160,25,Espaces verts et lieux de détente
LU18_10,CH_085_NE,200,56,"Arboriculture, viticulture, horticulture"
LU18_10,CH_085_NE,220,2107,Cultures fourragères et de plein champ
LU18_10,CH_085_NE,240,725,Alpages
LU18_10,CH_085_NE,300,3067,Forêt (exploitation agricole non comprise)
LU18_10,CH_085_NE,400,38,Lacs et cours d'eau
LU18_10,CH_085_NE,420,113,Terres improductives
LU18_10,CH_087_JU,100,954,Aires de bâtiments
LU18_10,CH_087_JU,120,424,Surfaces de transport
LU18_10,CH_087_JU,140,85,Surfaces d'infrastructure spéciale
LU18_10,CH_087_JU,160,73,Espaces verts et lieux de détente
LU18_10,CH_087_JU,200,110,"Arboriculture, viticulture, horticulture"
LU18_10,CH_087_JU,220,5717,Cultures fourragères et de plein champ
LU18_10,CH_087_JU,240,1321,Alpages
LU18_10,CH_087_JU,300,6082,Forêt (exploitation agricole non comprise)
LU18_10,CH_087_JU,400,138,Lacs et cours d'eau
LU18_10,CH_087_JU,420,37,Terres improductives
LU18_10,CH_088_JU,100,129,Aires de bâtiments
LU18_10,CH_088_JU,120,194,Surfaces de transport
LU18_10,CH_088_JU,140,5,Surfaces d'infrastructure spéciale
LU18_10,CH_088_JU,160,13,Espaces verts et lieux de détente
LU18_10,CH_088_JU,200,20,"Arboriculture, viticulture, horticulture"
LU18_10,CH_088_JU,220,3522,Cultures fourragères et de plein champ
LU18_10,CH_088_JU,230,1,NA
LU18_10,CH_088_JU,240,1437,Alpages
LU18_10,CH_088_JU,260,2,NA
LU18_10,CH_088_JU,270,1,NA
LU18_10,CH_088_JU,300,4730,Forêt (exploitation agricole non comprise)
LU18_10,CH_088_JU,400,145,Lacs et cours d'eau
LU18_10,CH_088_JU,420,9,Terres improductives
LU18_10,CH_088_JU,NA,1397,NA
LU18_10,CH_089_SO,100,736,Aires de bâtiments
LU18_10,CH_089_SO,120,342,Surfaces de transport
LU18_10,CH_089_SO,140,66,Surfaces d'infrastructure spéciale
LU18_10,CH_089_SO,160,36,Espaces verts et lieux de détente
LU18_10,CH_089_SO,200,70,"Arboriculture, viticulture, horticulture"
LU18_10,CH_089_SO,220,1936,Cultures fourragères et de plein champ
LU18_10,CH_089_SO,240,292,Alpages
LU18_10,CH_089_SO,300,2349,Forêt (exploitation agricole non comprise)
LU18_10,CH_089_SO,400,52,Lacs et cours d'eau
LU18_10,CH_089_SO,420,5,Terres improductives
LU18_10,CH_091_GR,100,129,Aires de bâtiments
LU18_10,CH_091_GR,120,98,Surfaces de transport
LU18_10,CH_091_GR,140,15,Surfaces d'infrastructure spéciale
LU18_10,CH_091_GR,160,63,Espaces verts et lieux de détente
LU18_10,CH_091_GR,220,751,Cultures fourragères et de plein champ
LU18_10,CH_091_GR,240,4015,Alpages
