layer,site_code,category,n,description
AS18_72,CH_017_VS,10,43,Terrains attenants aux bâtiments publics
AS18_72,CH_017_VS,11,24,Bâtiments agricoles
AS18_72,CH_017_VS,12,44,Terrains attenants aux bâtiments agricoles
AS18_72,CH_017_VS,13,12,Bâtiments non déterminés
AS18_72,CH_017_VS,14,27,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_017_VS,15,21,Autoroutes
AS18_72,CH_017_VS,16,22,Bordures d'autoroutes
AS18_72,CH_017_VS,17,479,"Routes, chemins"
AS18_72,CH_017_VS,18,104,Bordures de routes
AS18_72,CH_017_VS,19,64,Aires de parc de stationnement
AS18_72,CH_017_VS,20,20,Aires ferroviaires stabilisées
AS18_72,CH_017_VS,21,4,Bordures de voies ferrées
AS18_72,CH_017_VS,24,13,Installations d'approvisionnement en énergie
AS18_72,CH_017_VS,25,8,Stations d'épuration des eaux usées
AS18_72,CH_017_VS,26,15,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_017_VS,27,26,Décharges
AS18_72,CH_017_VS,28,36,Extraction de matériaux
AS18_72,CH_017_VS,29,45,Chantiers
AS18_72,CH_017_VS,30,46,Friches et bâtiments désaffectés
AS18_72,CH_017_VS,31,26,Parcs publics
AS18_72,CH_017_VS,32,55,Installations de sport
AS18_72,CH_017_VS,33,73,Terrains de golf
AS18_72,CH_017_VS,34,4,Terrains de camping
AS18_72,CH_017_VS,35,17,Jardins ouvriers
AS18_72,CH_017_VS,36,3,Cimetières
AS18_72,CH_017_VS,37,288,Plantations fruitières
AS18_72,CH_017_VS,38,98,Arbres fruitiers de plein champ
AS18_72,CH_017_VS,39,786,Vignobles
AS18_72,CH_017_VS,40,18,Horticulture
AS18_72,CH_017_VS,41,141,Terres arables
AS18_72,CH_017_VS,42,783,Prairies naturelles
AS18_72,CH_017_VS,43,712,Pâturages locaux
AS18_72,CH_017_VS,44,116,Prés et pâturages locaux embroussaillés
AS18_72,CH_017_VS,45,101,Alpages fauchés
AS18_72,CH_017_VS,46,640,Alpages favorables
AS18_72,CH_017_VS,47,246,Alpages embroussaillés
AS18_72,CH_017_VS,48,53,Alpages rocailleux
AS18_72,CH_017_VS,49,31,"Alpes à moutons, foins de rocher"
AS18_72,CH_017_VS,50,5119,Forêt normale
AS18_72,CH_017_VS,51,318,Bande de forêt
AS18_72,CH_017_VS,53,332,Coupes de bois
AS18_72,CH_017_VS,54,16,Surfaces forestières dévastées
AS18_72,CH_017_VS,55,208,Forêt clairsemée (sur surfaces agricoles)
AS18_72,CH_017_VS,56,319,Forêt clairsemée (sur surfaces improductives)
AS18_72,CH_017_VS,57,114,Forêt buissonnante
AS18_72,CH_017_VS,58,238,"Bosquets, haies"
AS18_72,CH_017_VS,59,399,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_017_VS,60,103,Groupes d’arbres (sur surfaces improductives)
AS18_72,CH_017_VS,61,32,Lacs
AS18_72,CH_017_VS,62,128,Cours d’eau
AS18_72,CH_017_VS,63,42,Ouvrages de protection contre les crues
AS18_72,CH_017_VS,64,283,"Arbustes, broussailles"
AS18_72,CH_017_VS,65,528,Végétation herbacée improductive
AS18_72,CH_017_VS,66,19,Ouvrages de protection contre les chutes de pierres et paravalanches
AS18_72,CH_017_VS,67,33,Zones humides
AS18_72,CH_017_VS,68,21,Infrastructure de sports alpins
AS18_72,CH_017_VS,69,189,Rochers
AS18_72,CH_017_VS,70,213,"Eboulis, sable"
AS18_72,CH_017_VS,71,5,Interventions dans le paysage
AS18_72,CH_018_VS,1,6,Bâtiments industriels et artisanaux
AS18_72,CH_018_VS,2,20,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_018_VS,3,40,Maisons individuelles et maisons de deux logements
AS18_72,CH_018_VS,4,181,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_018_VS,5,2,Maisons alignées et en terrasses
AS18_72,CH_018_VS,6,1,Terrains attenants aux maisons alignées et en terrasses
AS18_72,CH_018_VS,7,6,Immeubles résidentiels
AS18_72,CH_018_VS,8,23,Terrains attenants aux immeubles résidentiels
AS18_72,CH_018_VS,9,6,Bâtiments publics
AS18_72,CH_018_VS,10,4,Terrains attenants aux bâtiments publics
AS18_72,CH_018_VS,11,5,Bâtiments agricoles
AS18_72,CH_018_VS,12,20,Terrains attenants aux bâtiments agricoles
AS18_72,CH_018_VS,13,7,Bâtiments non déterminés
AS18_72,CH_018_VS,14,10,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_018_VS,17,173,"Routes, chemins"
AS18_72,CH_018_VS,18,38,Bordures de routes
AS18_72,CH_018_VS,19,11,Aires de parc de stationnement
AS18_72,CH_018_VS,20,12,Aires ferroviaires stabilisées
AS18_72,CH_018_VS,21,12,Bordures de voies ferrées
AS18_72,CH_018_VS,24,2,Installations d'approvisionnement en énergie
AS18_72,CH_018_VS,26,10,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_018_VS,27,12,Décharges
AS18_72,CH_018_VS,28,10,Extraction de matériaux
AS18_72,CH_018_VS,29,9,Chantiers
AS18_72,CH_018_VS,30,2,Friches et bâtiments désaffectés
AS18_72,CH_018_VS,31,1,Parcs publics
AS18_72,CH_018_VS,32,10,Installations de sport
AS18_72,CH_018_VS,34,1,Terrains de camping
AS18_72,CH_018_VS,35,1,Jardins ouvriers
AS18_72,CH_018_VS,37,14,Plantations fruitières
AS18_72,CH_018_VS,38,11,Arbres fruitiers de plein champ
AS18_72,CH_018_VS,39,121,Vignobles
AS18_72,CH_018_VS,40,2,Horticulture
AS18_72,CH_018_VS,41,70,Terres arables
AS18_72,CH_018_VS,42,665,Prairies naturelles
AS18_72,CH_018_VS,43,247,Pâturages locaux
AS18_72,CH_018_VS,44,10,Prés et pâturages locaux embroussaillés
AS18_72,CH_018_VS,45,19,Alpages fauchés
AS18_72,CH_018_VS,46,326,Alpages favorables
AS18_72,CH_018_VS,47,83,Alpages embroussaillés
AS18_72,CH_018_VS,48,23,Alpages rocailleux
AS18_72,CH_018_VS,49,23,"Alpes à moutons, foins de rocher"
AS18_72,CH_018_VS,50,4839,Forêt normale
AS18_72,CH_018_VS,51,117,Bande de forêt
AS18_72,CH_018_VS,53,198,Coupes de bois
AS18_72,CH_018_VS,54,223,Surfaces forestières dévastées
AS18_72,CH_018_VS,55,104,Forêt clairsemée (sur surfaces agricoles)
AS18_72,CH_018_VS,56,569,Forêt clairsemée (sur surfaces improductives)
AS18_72,CH_018_VS,57,359,Forêt buissonnante
AS18_72,CH_018_VS,58,74,"Bosquets, haies"
AS18_72,CH_018_VS,59,148,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_018_VS,60,193,Groupes d’arbres (sur surfaces improductives)
AS18_72,CH_018_VS,61,12,Lacs
AS18_72,CH_018_VS,62,73,Cours d’eau
AS18_72,CH_018_VS,63,4,Ouvrages de protection contre les crues
AS18_72,CH_018_VS,64,410,"Arbustes, broussailles"
AS18_72,CH_018_VS,65,835,Végétation herbacée improductive
AS18_72,CH_018_VS,66,25,Ouvrages de protection contre les chutes de pierres et paravalanches
AS18_72,CH_018_VS,67,4,Zones humides
AS18_72,CH_018_VS,68,10,Infrastructure de sports alpins
AS18_72,CH_018_VS,69,645,Rochers
AS18_72,CH_018_VS,70,823,"Eboulis, sable"
AS18_72,CH_018_VS,72,26,"Glaciers, névés"
AS18_72,CH_020_VD,1,75,Bâtiments industriels et artisanaux
AS18_72,CH_020_VD,2,134,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_020_VD,3,59,Maisons individuelles et maisons de deux logements
AS18_72,CH_020_VD,4,306,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_020_VD,5,5,Maisons alignées et en terrasses
AS18_72,CH_020_VD,6,14,Terrains attenants aux maisons alignées et en terrasses
AS18_72,CH_020_VD,7,29,Immeubles résidentiels
AS18_72,CH_020_VD,8,94,Terrains attenants aux immeubles résidentiels
AS18_72,CH_020_VD,9,10,Bâtiments publics
AS18_72,CH_020_VD,10,15,Terrains attenants aux bâtiments publics
AS18_72,CH_020_VD,11,37,Bâtiments agricoles
AS18_72,CH_020_VD,12,62,Terrains attenants aux bâtiments agricoles
AS18_72,CH_020_VD,13,6,Bâtiments non déterminés
AS18_72,CH_020_VD,14,35,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_020_VD,15,34,Autoroutes
AS18_72,CH_020_VD,16,17,Bordures d'autoroutes
AS18_72,CH_020_VD,17,232,"Routes, chemins"
AS18_72,CH_020_VD,18,53,Bordures de routes
AS18_72,CH_020_VD,19,37,Aires de parc de stationnement
AS18_72,CH_020_VD,20,38,Aires ferroviaires stabilisées
AS18_72,CH_020_VD,21,16,Bordures de voies ferrées
AS18_72,CH_020_VD,24,2,Installations d'approvisionnement en énergie
AS18_72,CH_020_VD,25,3,Stations d'épuration des eaux usées
AS18_72,CH_020_VD,26,5,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_020_VD,27,13,Décharges
AS18_72,CH_020_VD,29,14,Chantiers
AS18_72,CH_020_VD,30,22,Friches et bâtiments désaffectés
AS18_72,CH_020_VD,31,13,Parcs publics
AS18_72,CH_020_VD,32,45,Installations de sport
AS18_72,CH_020_VD,34,4,Terrains de camping
AS18_72,CH_020_VD,35,10,Jardins ouvriers
AS18_72,CH_020_VD,36,4,Cimetières
AS18_72,CH_020_VD,37,60,Plantations fruitières
AS18_72,CH_020_VD,38,68,Arbres fruitiers de plein champ
AS18_72,CH_020_VD,39,76,Vignobles
AS18_72,CH_020_VD,40,23,Horticulture
AS18_72,CH_020_VD,41,4546,Terres arables
AS18_72,CH_020_VD,42,240,Prairies naturelles
AS18_72,CH_020_VD,43,395,Pâturages locaux
AS18_72,CH_020_VD,44,5,Prés et pâturages locaux embroussaillés
AS18_72,CH_020_VD,50,882,Forêt normale
AS18_72,CH_020_VD,51,71,Bande de forêt
AS18_72,CH_020_VD,52,9,Aires afforestées
AS18_72,CH_020_VD,53,55,Coupes de bois
AS18_72,CH_020_VD,55,1,Forêt clairsemée (sur surfaces agricoles)
AS18_72,CH_020_VD,56,5,Forêt clairsemée (sur surfaces improductives)
AS18_72,CH_020_VD,58,90,"Bosquets, haies"
AS18_72,CH_020_VD,59,23,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_020_VD,61,2,Lacs
AS18_72,CH_020_VD,62,23,Cours d’eau
AS18_72,CH_020_VD,64,1,"Arbustes, broussailles"
AS18_72,CH_020_VD,65,5,Végétation herbacée improductive
AS18_72,CH_020_VD,67,9,Zones humides
AS18_72,CH_020_VD,70,1,"Eboulis, sable"
AS18_72,CH_020_VD,71,7,Interventions dans le paysage
AS18_72,CH_021_VD,1,20,Bâtiments industriels et artisanaux
AS18_72,CH_021_VD,2,28,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_021_VD,3,4,Maisons individuelles et maisons de deux logements
AS18_72,CH_021_VD,4,34,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_021_VD,7,3,Immeubles résidentiels
AS18_72,CH_021_VD,8,24,Terrains attenants aux immeubles résidentiels
AS18_72,CH_021_VD,9,4,Bâtiments publics
AS18_72,CH_021_VD,10,6,Terrains attenants aux bâtiments publics
AS18_72,CH_021_VD,11,4,Bâtiments agricoles
AS18_72,CH_021_VD,12,4,Terrains attenants aux bâtiments agricoles
AS18_72,CH_021_VD,13,8,Bâtiments non déterminés
AS18_72,CH_021_VD,14,11,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_021_VD,15,5,Autoroutes
AS18_72,CH_021_VD,16,2,Bordures d'autoroutes
AS18_72,CH_021_VD,17,39,"Routes, chemins"
AS18_72,CH_021_VD,19,10,Aires de parc de stationnement
AS18_72,CH_021_VD,20,7,Aires ferroviaires stabilisées
AS18_72,CH_021_VD,21,2,Bordures de voies ferrées
AS18_72,CH_021_VD,22,6,Aérodromes (surfaces en dur)
AS18_72,CH_021_VD,23,10,Aérodromes (surfaces gazonnées)
AS18_72,CH_021_VD,24,1,Installations d'approvisionnement en énergie
AS18_72,CH_021_VD,26,1,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_021_VD,27,1,Décharges
AS18_72,CH_021_VD,29,4,Chantiers
AS18_72,CH_021_VD,31,6,Parcs publics
AS18_72,CH_021_VD,32,8,Installations de sport
AS18_72,CH_021_VD,34,1,Terrains de camping
AS18_72,CH_021_VD,35,5,Jardins ouvriers
AS18_72,CH_021_VD,36,1,Cimetières
AS18_72,CH_021_VD,38,14,Arbres fruitiers de plein champ
AS18_72,CH_021_VD,39,2,Vignobles
AS18_72,CH_021_VD,40,1,Horticulture
AS18_72,CH_021_VD,41,494,Terres arables
AS18_72,CH_021_VD,42,13,Prairies naturelles
AS18_72,CH_021_VD,43,38,Pâturages locaux
AS18_72,CH_021_VD,50,10,Forêt normale
AS18_72,CH_021_VD,51,6,Bande de forêt
AS18_72,CH_021_VD,53,1,Coupes de bois
AS18_72,CH_021_VD,56,1,Forêt clairsemée (sur surfaces improductives)
AS18_72,CH_021_VD,58,19,"Bosquets, haies"
AS18_72,CH_021_VD,59,3,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_021_VD,62,54,Cours d’eau
AS18_72,CH_021_VD,63,19,Ouvrages de protection contre les crues
AS18_72,CH_022_VD,1,23,Bâtiments industriels et artisanaux
AS18_72,CH_022_VD,2,45,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_022_VD,3,24,Maisons individuelles et maisons de deux logements
AS18_72,CH_022_VD,4,70,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_022_VD,6,2,Terrains attenants aux maisons alignées et en terrasses
AS18_72,CH_022_VD,7,8,Immeubles résidentiels
AS18_72,CH_022_VD,8,20,Terrains attenants aux immeubles résidentiels
AS18_72,CH_022_VD,9,6,Bâtiments publics
AS18_72,CH_022_VD,10,22,Terrains attenants aux bâtiments publics
AS18_72,CH_022_VD,11,9,Bâtiments agricoles
AS18_72,CH_022_VD,12,10,Terrains attenants aux bâtiments agricoles
AS18_72,CH_022_VD,13,1,Bâtiments non déterminés
AS18_72,CH_022_VD,14,5,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_022_VD,15,10,Autoroutes
AS18_72,CH_022_VD,16,4,Bordures d'autoroutes
AS18_72,CH_022_VD,17,88,"Routes, chemins"
AS18_72,CH_022_VD,18,18,Bordures de routes
AS18_72,CH_022_VD,19,10,Aires de parc de stationnement
AS18_72,CH_022_VD,20,8,Aires ferroviaires stabilisées
AS18_72,CH_022_VD,21,5,Bordures de voies ferrées
AS18_72,CH_022_VD,24,1,Installations d'approvisionnement en énergie
AS18_72,CH_022_VD,25,2,Stations d'épuration des eaux usées
AS18_72,CH_022_VD,26,2,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_022_VD,27,5,Décharges
AS18_72,CH_022_VD,29,5,Chantiers
AS18_72,CH_022_VD,30,9,Friches et bâtiments désaffectés
AS18_72,CH_022_VD,31,4,Parcs publics
AS18_72,CH_022_VD,32,10,Installations de sport
AS18_72,CH_022_VD,33,9,Terrains de golf
AS18_72,CH_022_VD,35,2,Jardins ouvriers
AS18_72,CH_022_VD,38,14,Arbres fruitiers de plein champ
AS18_72,CH_022_VD,40,1,Horticulture
AS18_72,CH_022_VD,41,1198,Terres arables
AS18_72,CH_022_VD,42,74,Prairies naturelles
AS18_72,CH_022_VD,43,69,Pâturages locaux
AS18_72,CH_022_VD,50,109,Forêt normale
AS18_72,CH_022_VD,51,9,Bande de forêt
AS18_72,CH_022_VD,52,1,Aires afforestées
AS18_72,CH_022_VD,53,6,Coupes de bois
AS18_72,CH_022_VD,58,18,"Bosquets, haies"
AS18_72,CH_022_VD,59,1,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_022_VD,60,1,Groupes d’arbres (sur surfaces improductives)
AS18_72,CH_022_VD,61,2,Lacs
AS18_72,CH_022_VD,62,56,Cours d’eau
AS18_72,CH_022_VD,63,2,Ouvrages de protection contre les crues
AS18_72,CH_022_VD,64,1,"Arbustes, broussailles"
AS18_72,CH_022_VD,65,2,Végétation herbacée improductive
AS18_72,CH_022_VD,67,8,Zones humides
AS18_72,CH_022_VD,71,4,Interventions dans le paysage
AS18_72,CH_023_SG,1,20,Bâtiments industriels et artisanaux
AS18_72,CH_023_SG,2,20,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_023_SG,3,27,Maisons individuelles et maisons de deux logements
AS18_72,CH_023_SG,4,139,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_023_SG,6,9,Terrains attenants aux maisons alignées et en terrasses
AS18_72,CH_023_SG,7,64,Immeubles résidentiels
AS18_72,CH_023_SG,8,136,Terrains attenants aux immeubles résidentiels
AS18_72,CH_023_SG,9,28,Bâtiments publics
AS18_72,CH_023_SG,10,43,Terrains attenants aux bâtiments publics
AS18_72,CH_023_SG,11,5,Bâtiments agricoles
AS18_72,CH_023_SG,12,16,Terrains attenants aux bâtiments agricoles
AS18_72,CH_023_SG,13,37,Bâtiments non déterminés
AS18_72,CH_023_SG,14,29,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_023_SG,15,4,Autoroutes
AS18_72,CH_023_SG,16,2,Bordures d'autoroutes
AS18_72,CH_023_SG,17,143,"Routes, chemins"
AS18_72,CH_023_SG,18,8,Bordures de routes
AS18_72,CH_023_SG,19,17,Aires de parc de stationnement
AS18_72,CH_023_SG,20,19,Aires ferroviaires stabilisées
AS18_72,CH_023_SG,21,13,Bordures de voies ferrées
AS18_72,CH_023_SG,24,2,Installations d'approvisionnement en énergie
AS18_72,CH_023_SG,25,4,Stations d'épuration des eaux usées
AS18_72,CH_023_SG,26,1,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_023_SG,29,7,Chantiers
AS18_72,CH_023_SG,30,4,Friches et bâtiments désaffectés
AS18_72,CH_023_SG,31,28,Parcs publics
AS18_72,CH_023_SG,32,18,Installations de sport
AS18_72,CH_023_SG,35,8,Jardins ouvriers
AS18_72,CH_023_SG,36,10,Cimetières
AS18_72,CH_023_SG,37,22,Plantations fruitières
AS18_72,CH_023_SG,38,58,Arbres fruitiers de plein champ
AS18_72,CH_023_SG,40,3,Horticulture
AS18_72,CH_023_SG,41,63,Terres arables
AS18_72,CH_023_SG,42,435,Prairies naturelles
AS18_72,CH_023_SG,43,188,Pâturages locaux
AS18_72,CH_023_SG,50,442,Forêt normale
AS18_72,CH_023_SG,51,22,Bande de forêt
AS18_72,CH_023_SG,53,23,Coupes de bois
AS18_72,CH_023_SG,56,6,Forêt clairsemée (sur surfaces improductives)
AS18_72,CH_023_SG,58,28,"Bosquets, haies"
AS18_72,CH_023_SG,59,7,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_023_SG,60,2,Groupes d’arbres (sur surfaces improductives)
AS18_72,CH_023_SG,61,8,Lacs
AS18_72,CH_023_SG,62,7,Cours d’eau
AS18_72,CH_023_SG,63,1,Ouvrages de protection contre les crues
AS18_72,CH_023_SG,67,10,Zones humides
AS18_72,CH_025_SG,1,50,Bâtiments industriels et artisanaux
AS18_72,CH_025_SG,2,69,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_025_SG,3,52,Maisons individuelles et maisons de deux logements
AS18_72,CH_025_SG,4,226,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_025_SG,5,9,Maisons alignées et en terrasses
AS18_72,CH_025_SG,6,26,Terrains attenants aux maisons alignées et en terrasses
AS18_72,CH_025_SG,7,59,Immeubles résidentiels
AS18_72,CH_025_SG,8,165,Terrains attenants aux immeubles résidentiels
AS18_72,CH_025_SG,9,17,Bâtiments publics
AS18_72,CH_025_SG,10,59,Terrains attenants aux bâtiments publics
AS18_72,CH_025_SG,11,27,Bâtiments agricoles
AS18_72,CH_025_SG,12,76,Terrains attenants aux bâtiments agricoles
AS18_72,CH_025_SG,13,34,Bâtiments non déterminés
AS18_72,CH_025_SG,14,31,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_025_SG,15,26,Autoroutes
AS18_72,CH_025_SG,16,10,Bordures d'autoroutes
AS18_72,CH_025_SG,17,235,"Routes, chemins"
AS18_72,CH_025_SG,18,23,Bordures de routes
AS18_72,CH_025_SG,19,35,Aires de parc de stationnement
AS18_72,CH_025_SG,20,26,Aires ferroviaires stabilisées
AS18_72,CH_025_SG,21,14,Bordures de voies ferrées
AS18_72,CH_025_SG,24,9,Installations d'approvisionnement en énergie
AS18_72,CH_025_SG,25,4,Stations d'épuration des eaux usées
AS18_72,CH_025_SG,26,5,Autres installations d'approvisionnement et d'élimination
AS18_72,CH_025_SG,27,37,Décharges
AS18_72,CH_025_SG,28,1,Extraction de matériaux
AS18_72,CH_025_SG,29,17,Chantiers
AS18_72,CH_025_SG,30,7,Friches et bâtiments désaffectés
AS18_72,CH_025_SG,31,14,Parcs publics
AS18_72,CH_025_SG,32,57,Installations de sport
AS18_72,CH_025_SG,34,1,Terrains de camping
AS18_72,CH_025_SG,35,13,Jardins ouvriers
AS18_72,CH_025_SG,36,11,Cimetières
AS18_72,CH_025_SG,38,66,Arbres fruitiers de plein champ
AS18_72,CH_025_SG,40,25,Horticulture
AS18_72,CH_025_SG,41,21,Terres arables
AS18_72,CH_025_SG,42,2345,Prairies naturelles
AS18_72,CH_025_SG,43,850,Pâturages locaux
AS18_72,CH_025_SG,44,5,Prés et pâturages locaux embroussaillés
AS18_72,CH_025_SG,50,1696,Forêt normale
AS18_72,CH_025_SG,51,127,Bande de forêt
AS18_72,CH_025_SG,52,1,Aires afforestées
AS18_72,CH_025_SG,53,105,Coupes de bois
AS18_72,CH_025_SG,54,2,Surfaces forestières dévastées
AS18_72,CH_025_SG,55,3,Forêt clairsemée (sur surfaces agricoles)
AS18_72,CH_025_SG,56,25,Forêt clairsemée (sur surfaces improductives)
AS18_72,CH_025_SG,58,92,"Bosquets, haies"
AS18_72,CH_025_SG,59,44,Groupes d'arbres (sur surfaces agricoles)
AS18_72,CH_025_SG,60,2,Groupes d’arbres (sur surfaces improductives)
AS18_72,CH_025_SG,61,18,Lacs
AS18_72,CH_025_SG,62,77,Cours d’eau
AS18_72,CH_025_SG,64,2,"Arbustes, broussailles"
AS18_72,CH_025_SG,65,9,Végétation herbacée improductive
AS18_72,CH_025_SG,67,14,Zones humides
AS18_72,CH_025_SG,69,1,Rochers
AS18_72,CH_025_SG,70,2,"Eboulis, sable"
AS18_72,CH_025_SG,71,1,Interventions dans le paysage
AS18_72,CH_026_SG,1,128,Bâtiments industriels et artisanaux
AS18_72,CH_026_SG,2,154,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,CH_026_SG,3,120,Maisons individuelles et maisons de deux logements
AS18_72,CH_026_SG,4,442,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,CH_026_SG,5,7,Maisons alignées et en terrasses
AS18_72,CH_026_SG,6,33,Terrains attenants aux maisons alignées et en terrasses
AS18_72,CH_026_SG,7,70,Immeubles résidentiels
AS18_72,CH_026_SG,8,161,Terrains attenants aux immeubles résidentiels
AS18_72,CH_026_SG,9,31,Bâtiments publics
AS18_72,CH_026_SG,10,53,Terrains attenants aux bâtiments publics
AS18_72,CH_026_SG,11,86,Bâtiments agricoles
AS18_72,CH_026_SG,12,173,Terrains attenants aux bâtiments agricoles
AS18_72,CH_026_SG,13,29,Bâtiments non déterminés
AS18_72,CH_026_SG,14,59,Terrains attenants aux bâtiments non déterminés
AS18_72,CH_026_SG,15,47,Autoroutes
AS18_72,CH_026_SG,16,23,Bordures d'autoroutes
AS18_72,CH_026_SG,17,438,"Routes, chemins"
AS18_72,CH_026_SG,18,21,Bordures de routes
AS18_72,CH_026_SG,19,44,Aires de parc de stationnement
AS18_72,CH_026_SG,20,33,Aires ferroviaires stabilisées
AS18_72,CH_026_SG,21,30,Bordures de voies ferrées
AS18_72,CH_026_SG,24,5,Installations d'approvisionnement en énergie
AS18_72,CH_026_SG,25,1,Stations d'épuration des eaux usées
AS18_72,CH_026_SG,26,4,Autres installations d'approvisionnement et d'élimination
